date,bubbles,vnindex,vnindex_growth,Imports of goods and services (annual % growth),Exports of goods and services (constant 2015 US$),Final consumption expenditure (constant 2015 US$),General government final consumption expenditure (annual % growth),Current account balance (% of GDP),Lending interest rate (%),Consumer price index (2010 = 100),Broad money (current LCU),Net domestic credit (current LCU),"Official exchange rate (LCU per US$, period average)",Imports of goods and services (% of GDP),Gross capital formation (annual % growth),Broad money to total reserves ratio,Monetary Sector credit to private sector (% GDP),Gross domestic savings (% of GDP),GDP growth (annual %),GNI (constant 2015 US$),Trade (% of GDP),Domestic credit to private sector (% of GDP),Deposit interest rate (%),Broad money growth (annual %),"Personal remittances, received (current US$)","Foreign direct investment, net (BoP, current US$)","Net primary income (BoP, current US$)","Primary income payments (BoP, current US$)",Gross capital formation (constant 2015 US$),Exports of goods and services (annual % growth),Gross national expenditure (% of GDP),Final consumption expenditure (annual % growth),"Total debt service (% of exports of goods, services and primary income)","Use of IMF credit (DOD, current US$)","Interest rate spread (lending rate minus deposit rate, %)","Inflation, consumer prices (annual %)",GNI growth (annual %),GDP (constant 2015 US$),Exports of goods and services (% of GDP),Gross national expenditure (constant 2015 US$),Final consumption expenditure (% of GDP),Households and NPISHs Final consumption expenditure (annual % growth),"Unemployment, total (% of total labor force) (modeled ILO estimate)","Personal remittances, received (% of GDP)","Goods exports (BoP, current US$)","Net trade in goods and services (BoP, current US$)","Current account balance (BoP, current US$)","Imports of goods and services (BoP, current US$)","Multilateral debt service (TDS, current US$)","Debt service on external debt, total (TDS, current US$)",Short-term debt (% of total external debt),"IBRD loans and IDA credits (DOD, current US$)","External debt stocks, total (DOD, current US$)",Public and publicly guaranteed debt service (% of GNI),Total debt service (% of GNI),Households and NPISHs Final consumption expenditure (constant 2015 US$),General government final consumption expenditure (% of GDP)
1/5/2004,0,169.16,0.03,21.34204206,53374699262,82559907689,7.807121399,-2.019356406,9.822692308,55.65575326,5.07E+14,4.55E+14,15754.6859,72.80314083,10.5877148,4.472384471,58.8566121,28.57085316,7.537244236,1.20E+11,132.8394478,58.8566121,6.246153846,31.03895603,2374615385,-1631461538,-915153846.2,1116692308,32297795911,25.01633326,106.7630993,7.15952711,2.665250648,345181203.9,3.576538462,7.795687867,7.262629539,1.22E+11,60.03630689,1.15E+11,71.42914684,7.10691383,2.136461538,5.114263465,26943615385,-3126399154,-926476076.9,33960783769,81635183.49,826674650.9,9.681676923,3092973077,17705258605,1.561907099,1.819812121,70488949274,6.319749871
2/2/2004,0,207.14,0.22,20.74488056,54094689132,83022800751,7.840003653,-1.932075803,9.922884615,56.00818738,5.19E+14,4.67E+14,15763.3718,72.32082521,10.634629,4.476241324,58.9907934,28.61046031,7.53807786,1.20E+11,132.6623976,58.9907934,6.321057692,31.02793556,2439230769,-1652923077,-939307692.3,1154384615,32572472620,24.41296696,106.592113,7.173722894,2.656672537,339043591.6,3.601826923,7.836428248,7.284954588,1.23E+11,60.34157237,1.16E+11,71.38953969,7.119557873,2.132923077,5.143541043,27402230769,-3093798308,-895952153.8,34410567538,81947943.68,836761998.8,9.789353846,3104253154,17779282302,1.549696963,1.807757343,70880343950,6.24853754
3/1/2004,0,271.45,0.31,20.14771905,54814679001,83485693812,7.872885907,-1.844795199,10.02307692,56.3606215,5.31E+14,4.79E+14,15772.05769,71.83850959,10.68154321,4.480098178,59.12497471,28.65006745,7.538911485,1.21E+11,132.4853475,59.12497471,6.395961538,31.0169151,2503846154,-1674384615,-963461538.5,1192076923,32847149330,23.80960065,106.4211268,7.187918679,2.648094426,332905979.3,3.627115385,7.877168628,7.307279636,1.23E+11,60.64683785,1.16E+11,71.34993255,7.132201916,2.129384615,5.172818621,27860846154,-3061197462,-865428230.8,34860351308,82260703.88,846849346.8,9.897030769,3115533231,17853306000,1.537486827,1.795702566,71271738625,6.177325209
4/1/2004,0,279.71,0.03,19.55055755,55534668871,83948586874,7.905768161,-1.757514596,10.12326923,56.71305561,5.42E+14,4.91E+14,15780.74359,71.35619396,10.72845741,4.483955032,59.25915602,28.6896746,7.539745109,1.22E+11,132.3082973,59.25915602,6.470865385,31.00589463,2568461538,-1695846154,-987615384.6,1229769231,33121826039,23.20623435,106.2501405,7.202114463,2.639516315,326768366.9,3.652403846,7.917909008,7.329604685,1.24E+11,60.95210334,1.17E+11,71.3103254,7.144845959,2.125846154,5.2020962,28319461538,-3028596615,-834904307.7,35310135077,82573464.07,856936694.7,10.00470769,3126813308,17927329698,1.525276691,1.783647788,71663133301,6.106112878
5/4/2004,0,265.6,-0.05,18.95339605,56254658740,84411479935,7.938650415,-1.670233992,10.22346154,57.06548973,5.54E+14,5.03E+14,15789.42949,70.87387834,10.77537161,4.487811885,59.39333732,28.72928174,7.540578733,1.22E+11,132.1312472,59.39333732,6.545769231,30.99487417,2633076923,-1717307692,-1011769231,1267461538,33396502749,22.60286805,106.0791542,7.216310247,2.630938204,320630754.6,3.677692308,7.958649389,7.351929733,1.25E+11,61.25736882,1.18E+11,71.27071826,7.157490002,2.122307692,5.231373778,28778076923,-2995995769,-804380384.6,35759918846,82886224.26,867024042.7,10.11238462,3138093385,18001353395,1.513066555,1.771593011,72054527976,6.034900547
6/1/2004,0,252.51,-0.05,18.35623455,56974648609,84874372997,7.971532669,-1.582953388,10.32365385,57.41792385,5.66E+14,5.15E+14,15798.11539,70.39156272,10.82228581,4.491668739,59.52751863,28.76888889,7.541412357,1.23E+11,131.954197,59.52751863,6.620673077,30.98385371,2697692308,-1738769231,-1035923077,1305153846,33671179458,21.99950175,105.9081679,7.230506031,2.622360093,314493142.3,3.702980769,7.999389769,7.374254782,1.26E+11,61.5626343,1.19E+11,71.23111111,7.170134045,2.118769231,5.260651356,29236692308,-2963394923,-773856461.5,36209702615,83198984.45,877111390.6,10.22006154,3149373462,18075377093,1.500856419,1.759538234,72445922652,5.963688216
7/1/2004,0,248.55,-0.02,17.75907304,57694638479,85337266058,8.004414924,-1.495672785,10.42384615,57.77035797,5.78E+14,5.26E+14,15806.80128,69.9092471,10.86920002,4.495525593,59.66169994,28.80849603,7.542245982,1.24E+11,131.7771469,59.66169994,6.695576923,30.97283324,2762307692,-1760230769,-1060076923,1342846154,33945856168,21.39613544,105.7371817,7.244701816,2.613781982,308355530,3.728269231,8.040130149,7.39657983,1.26E+11,61.86789978,1.19E+11,71.19150397,7.182778087,2.115230769,5.289928934,29695307692,-2930794077,-743332538.5,36659486385,83511744.65,887198738.6,10.32773846,3160653538,18149400791,1.488646284,1.747483456,72837317327,5.892475884
8/2/2004,0,237.16,-0.05,17.16191154,58414628348,85800159120,8.037297178,-1.408392181,10.52403846,58.12279209,5.90E+14,5.38E+14,15815.48718,69.42693148,10.91611422,4.499382447,59.79588125,28.84810318,7.543079606,1.25E+11,131.6000967,59.79588125,6.770480769,30.96181278,2826923077,-1781692308,-1084230769,1380538462,34220532877,20.79276914,105.5661954,7.2588976,2.605203871,302217917.7,3.753557692,8.080870529,7.418904879,1.27E+11,62.17316526,1.20E+11,71.15189682,7.19542213,2.111692308,5.319206512,30153923077,-2898193231,-712808615.4,37109270154,83824504.84,897286086.5,10.43541538,3171933615,18223424489,1.476436148,1.735428679,73228712003,5.821263553
9/1/2004,0,231.51,-0.02,16.56475004,59134618217,86263052181,8.070179432,-1.321111577,10.62423077,58.47522621,6.02E+14,5.50E+14,15824.17308,68.94461586,10.96302842,4.5032393,59.93006255,28.88771032,7.54391323,1.25E+11,131.4230466,59.93006255,6.845384615,30.95079232,2891538462,-1803153846,-1108384615,1418230769,34495209587,20.18940284,105.3952091,7.273093384,2.59662576,296080305.4,3.778846154,8.12161091,7.441229927,1.28E+11,62.47843074,1.21E+11,71.11228968,7.208066173,2.108153846,5.34848409,30612538462,-2865592385,-682284692.3,37559053923,84137265.03,907373434.5,10.54309231,3183213692,18297448186,1.464226012,1.723373902,73620106678,5.750051222
10/1/2004,0,232.57,0,15.96758854,59854608087,86725945243,8.103061686,-1.233830974,10.72442308,58.82766032,6.13E+14,5.62E+14,15832.85898,68.46230023,11.00994262,4.507096154,60.06424386,28.92731747,7.544746854,1.26E+11,131.2459964,60.06424386,6.920288462,30.93977185,2956153846,-1824615385,-1132538462,1455923077,34769886296,19.58603654,105.2242228,7.287289168,2.588047649,289942693,3.804134615,8.16235129,7.463554976,1.29E+11,62.78369623,1.22E+11,71.07268253,7.220710216,2.104615385,5.377761669,31071153846,-2832991538,-651760769.2,38008837692,84450025.22,917460782.4,10.65076923,3194493769,18371471884,1.452015876,1.711319124,74011501354,5.678838891
11/1/2004,0,232.3,0,15.37042703,60574597956,87188838304,8.13594394,-1.14655037,10.82461538,59.18009444,6.25E+14,5.74E+14,15841.54487,67.97998461,11.05685683,4.510953008,60.19842517,28.96692461,7.545580479,1.27E+11,131.0689463,60.19842517,6.995192308,30.92875139,3020769231,-1846076923,-1156692308,1493615385,35044563006,18.98267023,105.0532366,7.301484953,2.579469538,283805080.7,3.829423077,8.20309167,7.485880024,1.29E+11,63.08896171,1.22E+11,71.03307539,7.233354259,2.101076923,5.407039247,31529769231,-2800390692,-621236846.2,38458621462,84762785.42,927548130.4,10.75844615,3205773846,18445495582,1.43980574,1.699264347,74402896029,5.60762656
12/1/2004,0,232.08,0,14.77326553,61294587826,87651731366,8.168826194,-1.059269767,10.92480769,59.53252856,6.37E+14,5.86E+14,15850.23077,67.49766899,11.10377103,4.514809861,60.33260647,29.00653176,7.546414103,1.27E+11,130.8918961,60.33260647,7.070096154,30.91773092,3085384615,-1867538462,-1180846154,1531307692,35319239715,18.37930393,104.8822503,7.315680737,2.570891427,277667468.4,3.854711538,8.243832051,7.508205073,1.30E+11,63.39422719,1.23E+11,70.99346824,7.245998302,2.097538462,5.436316825,31988384615,-2767789846,-590712923.1,38908405231,85075545.61,937635478.3,10.86612308,3217053923,18519519279,1.427595604,1.687209569,74794290705,5.536414229
1/4/2005,0,237.23,0.02,14.00782342,62548856486,88625982305,8.224440761,-0.916198025,11.03663462,60.22667628,6.64E+14,6.08E+14,15869.32693,67.29084984,11.20321884,4.473285114,60.84315352,29.07174229,7.503455964,1.29E+11,131.2993672,60.84315352,7.182307692,30.81164011,3200000000,-1921769231,-1222230769,1609615385,35917920239,17.27009523,104.7456028,7.346372451,2.52840901,270051787.1,3.854326923,8.217914333,7.462083562,1.32E+11,64.00851741,1.25E+11,70.92825771,7.274576064,2.093384615,5.485574431,33014615385,-2738923831,-529693061.5,40000616138,86411560.87,949228982,11.13182308,3264831077,18605766312,1.402077356,1.660866455,75617469871,5.470399808
2/1/2005,0,232.41,-0.02,13.83954282,63083135278,89137340183,8.247173074,-0.860406888,11.04826923,60.56838988,6.79E+14,6.19E+14,15879.73718,67.56634632,11.25575245,4.427903514,61.21951926,29.09734567,7.459664202,1.29E+11,131.8838884,61.21951926,7.219615385,30.71656975,3250000000,-1954538462,-1239461538,1650230769,36241924053,16.76425283,104.7799416,7.362868381,2.494504703,268573718.1,3.828653846,8.151256234,7.393637003,1.32E+11,64.31754216,1.26E+11,70.90265433,7.290509784,2.092769231,5.505554459,33582230769,-2742658662,-499197123.1,40643043277,87434815.94,950735137.7,11.28984615,3301328154,18617989646,1.388769244,1.646578119,76049254362,5.475597717
3/1/2005,0,235.81,0.01,13.67126221,63617414069,89648698062,8.269905388,-0.80461575,11.05990385,60.91010348,6.93E+14,6.29E+14,15890.14744,67.84184279,11.30828606,4.382521913,61.59588499,29.12294906,7.415872439,1.30E+11,132.4684097,61.59588499,7.256923077,30.6214994,3300000000,-1987307692,-1256692308,1690846154,36565927866,16.25841043,104.8142804,7.379364311,2.460600397,267095649.1,3.802980769,8.084598136,7.325190444,1.33E+11,64.6265669,1.27E+11,70.87705094,7.306443503,2.092153846,5.525534487,34149846154,-2746393492,-468701184.6,41285470415,88458071.01,952241293.4,11.44786923,3337825231,18630212981,1.375461132,1.632289782,76481038854,5.480795627
4/1/2005,0,245.55,0.04,13.50298161,64151692860,90160055940,8.292637701,-0.748824613,11.07153846,61.25181708,7.08E+14,6.40E+14,15900.55769,68.11733927,11.36081967,4.337140312,61.97225073,29.14855244,7.372080676,1.31E+11,133.0529309,61.97225073,7.294230769,30.52642905,3350000000,-2020076923,-1273923077,1731461538,36889931680,15.75256803,104.8486191,7.395860242,2.42669609,265617580.1,3.777307692,8.017940037,7.256743885,1.34E+11,64.93559164,1.27E+11,70.85144756,7.322377223,2.091538462,5.545514514,34717461538,-2750128323,-438205246.2,41927897554,89481326.08,953747449.1,11.60589231,3374322308,18642436316,1.36215302,1.618001446,76912823345,5.485993537
5/4/2005,0,244.03,-0.01,13.334701,64685971652,90671413818,8.315370014,-0.693033475,11.08317308,61.59353068,7.23E+14,6.50E+14,15910.96795,68.39283574,11.41335328,4.291758712,62.34861647,29.17415583,7.328288914,1.31E+11,133.6374521,62.34861647,7.331538462,30.43135869,3400000000,-2052846154,-1291153846,1772076923,37213935494,15.24672563,104.8829579,7.412356172,2.392791784,264139511.1,3.751634615,7.951281939,7.188297326,1.34E+11,65.24461639,1.28E+11,70.82584417,7.338310942,2.090923077,5.565494542,35285076923,-2753863154,-407709307.7,42570324692,90504581.15,955253604.8,11.76391538,3410819385,18654659650,1.348844908,1.603713109,77344607836,5.491191446
6/1/2005,0,244.73,0,13.16642039,65220250443,91182771696,8.338102327,-0.637242337,11.09480769,61.93524428,7.38E+14,6.61E+14,15921.37821,68.66833222,11.46588689,4.246377111,62.72498221,29.19975922,7.284497151,1.32E+11,134.2219733,62.72498221,7.368846154,30.33628834,3450000000,-2085615385,-1308384615,1812692308,37537939308,14.74088323,104.9172967,7.428852102,2.358887478,262661442.1,3.725961538,7.88462384,7.119850767,1.35E+11,65.55364113,1.29E+11,70.80024078,7.354244661,2.090307692,5.58547457,35852692308,-2757597985,-377213369.2,43212751831,91527836.22,956759760.5,11.92193846,3447316462,18666882985,1.335536796,1.589424772,77776392327,5.496389356
7/1/2005,0,246.51,0.01,12.99813979,65754529234,91694129575,8.360834641,-0.5814512,11.10644231,62.27695788,7.52E+14,6.71E+14,15931.78846,68.94382869,11.51842049,4.20099551,63.10134794,29.2253626,7.240705388,1.33E+11,134.8064946,63.10134794,7.406153846,30.24121799,3500000000,-2118384615,-1325615385,1853307692,37861943121,14.23504083,104.9516355,7.445348032,2.324983171,261183373.2,3.700288462,7.817965742,7.051404208,1.36E+11,65.86266587,1.30E+11,70.7746374,7.370178381,2.089692308,5.605454598,36420307692,-2761332815,-346717430.8,43855178969,92551091.28,958265916.2,12.07996154,3483813538,18679106320,1.322228683,1.575136436,78208176819,5.501587266
8/1/2005,0,245.48,0,12.82985918,66288808025,92205487453,8.383566954,-0.525660062,11.11807692,62.61867148,7.67E+14,6.82E+14,15942.19872,69.21932517,11.5709541,4.155613909,63.47771368,29.25096599,7.196913625,1.34E+11,135.3910158,63.47771368,7.443461538,30.14614764,3550000000,-2151153846,-1342846154,1893923077,38185946935,13.72919843,104.9859743,7.461843962,2.291078865,259705304.2,3.674615385,7.751307643,6.982957649,1.37E+11,66.17169061,1.31E+11,70.74903401,7.3861121,2.089076923,5.625434626,36987923077,-2765067646,-316221492.3,44497606108,93574346.35,959772071.9,12.23798462,3520310615,18691329655,1.308920571,1.560848099,78639961310,5.506785176
9/1/2005,0,254.95,0.04,12.66157857,66823086817,92716845331,8.406299267,-0.469868924,11.12971154,62.96038508,7.82E+14,6.92E+14,15952.60898,69.49482164,11.62348771,4.110232309,63.85407942,29.27656938,7.153121863,1.34E+11,135.975537,63.85407942,7.480769231,30.05107728,3600000000,-2183923077,-1360076923,1934538462,38509950749,13.22335603,105.0203131,7.478339892,2.257174559,258227235.2,3.648942308,7.684649545,6.91451109,1.37E+11,66.48071536,1.32E+11,70.72343062,7.402045819,2.088461538,5.645414654,37555538462,-2768802477,-285725553.8,45140033246,94597601.42,961278227.6,12.39600769,3556807692,18703552989,1.295612459,1.546559762,79071745801,5.511983085
10/3/2005,0,286,0.12,12.49329797,67357365608,93228203209,8.42903158,-0.414077787,11.14134615,63.30209868,7.97E+14,7.03E+14,15963.01923,69.77031812,11.67602132,4.064850708,64.23044516,29.30217276,7.1093301,1.35E+11,136.5600582,64.23044516,7.518076923,29.95600693,3650000000,-2216692308,-1377307692,1975153846,38833954563,12.71751363,105.0546518,7.494835823,2.223270252,256749166.2,3.623269231,7.617991446,6.846064531,1.38E+11,66.7897401,1.32E+11,70.69782724,7.417979539,2.087846154,5.665394681,38123153846,-2772537308,-255229615.4,45782460385,95620856.49,962784383.3,12.55403077,3593304769,18715776324,1.282304347,1.532271426,79503530292,5.517180995
11/1/2005,0,310.51,0.09,12.32501736,67891644399,93739561088,8.451763894,-0.358286649,11.15298077,63.64381228,8.11E+14,7.13E+14,15973.42949,70.04581459,11.72855493,4.019469107,64.60681089,29.32777615,7.065538337,1.36E+11,137.1445795,64.60681089,7.555384615,29.86093658,3700000000,-2249461538,-1394538462,2015769231,39157958376,12.21167123,105.0889906,7.511331753,2.189365946,255271097.2,3.597596154,7.551333348,6.777617972,1.39E+11,67.09876484,1.33E+11,70.67222385,7.433913258,2.087230769,5.685374709,38690769231,-2776272138,-224733676.9,46424887523,96644111.56,964290539,12.71205385,3629801846,18727999659,1.268996235,1.517983089,79935314784,5.522378905
12/1/2005,0,312.09,0.01,12.15673676,68425923191,94250918966,8.474496207,-0.302495512,11.16461538,63.98552588,8.26E+14,7.24E+14,15983.83974,70.32131107,11.78108854,3.974087507,64.98317663,29.35337953,7.021746575,1.36E+11,137.7291007,64.98317663,7.592692308,29.76586622,3750000000,-2282230769,-1411769231,2056384615,39481962190,11.70582883,105.1233294,7.527827683,2.155461639,253793028.2,3.571923077,7.484675249,6.709171413,1.39E+11,67.40778959,1.34E+11,70.64662047,7.449846978,2.086615385,5.705354737,39258384615,-2780006969,-194237738.5,47067314662,97667366.63,965796694.7,12.87007692,3666298923,18740222993,1.255688123,1.503694753,80367099275,5.527576814
1/3/2006,0,305.28,-0.02,13.13792792,69623283095,95472870933,8.528506314,-0.918623989,11.17653846,64.7401436,8.72E+14,7.62E+14,16002.77885,71.63455384,12.98475129,3.881592986,66.91955352,29.14510423,6.989612479,1.38E+11,139.5668344,66.91955352,7.619423077,31.16581137,3983076923,-2638153846,-1487538462,2193846154,40626529278,11.29999073,105.7784407,7.711099961,2.131018208,251280533.8,3.557115385,7.489281132,6.628136313,1.41E+11,67.9322805,1.36E+11,70.85489577,7.643767677,2.081692308,5.899001958,40497923077,-3430615508,-686000123.1,49100077046,100869876.4,989163633.1,13.4871,3770791846,19089595784,1.252999844,1.50277956,81406715834,5.534416382
2/6/2006,0,313.14,0.03,14.28739969,70286364208,96183465022,8.559784108,-1.590543603,11.17682692,65.15304773,9.04E+14,7.90E+14,16011.30769,72.67230013,14.13588043,3.834480066,68.47956468,28.91122553,7.001270146,1.38E+11,140.8200468,68.47956468,7.608846154,32.66082687,4166153846,-2961307692,-1546076923,2290692308,41447092552,11.39999504,106.3992132,7.877876309,2.140479084,250246108.5,3.567980769,7.560545112,6.615547773,1.42E+11,68.14774668,1.38E+11,71.08877447,7.821754658,2.077384615,6.072669152,41169846154,-4077489215,-1208258446,50490412292,103049131,1011024416,13.9461,3838787692,19426745240,1.263619677,1.516152704,82014547902,5.53605804
3/1/2006,1,401.9,0.28,15.43687145,70949445321,96894059111,8.591061902,-2.262463218,11.17711538,65.56595185,9.35E+14,8.18E+14,16019.83654,73.71004643,15.28700956,3.787367146,70.03957583,28.67734684,7.012927813,1.39E+11,142.0732593,70.03957583,7.598269231,34.15584237,4349230769,-3284461538,-1604615385,2387538462,42267655826,11.49999934,107.0199858,8.044652657,2.149939959,249211683.1,3.578846154,7.631809093,6.602959232,1.42E+11,68.36321285,1.39E+11,71.32265316,7.999741638,2.073076923,6.246336345,41841769231,-4724362923,-1730516769,51880747538,105228385.7,1032885199,14.4051,3906783538,19763894696,1.27423951,1.529525848,82622379969,5.537699698
4/3/2006,1,523.32,0.3,16.58634322,71612526433,97604653200,8.622339696,-2.934382832,11.17740385,65.97885598,9.67E+14,8.47E+14,16028.36538,74.74779272,16.4381387,3.740254227,71.59958699,28.44346815,7.02458548,1.40E+11,143.3264718,71.59958699,7.587692308,35.65085787,4532307692,-3607615385,-1663153846,2484384615,43088219100,11.60000364,107.6407583,8.211429005,2.159400835,248177257.8,3.589711538,7.703073073,6.590370692,1.43E+11,68.57867903,1.41E+11,71.55653185,8.177728618,2.068769231,6.420003539,42513692308,-5371236631,-2252775092,53271082785,107407640.3,1054745981,14.8641,3974779385,20101044152,1.284859343,1.542898992,83230212037,5.539341357
5/3/2006,1,612.11,0.17,17.73581499,72275607546,98315247289,8.65361749,-3.606302447,11.17769231,66.3917601,9.98E+14,8.75E+14,16036.89423,75.78553902,17.58926784,3.693141307,73.15959814,28.20958945,7.036243147,1.40E+11,144.5796842,73.15959814,7.577115385,37.14587337,4715384615,-3930769231,-1721692308,2581230769,43908782374,11.70000795,108.2615308,8.378205353,2.16886171,247142832.4,3.600576923,7.774337054,6.577782151,1.44E+11,68.7941452,1.42E+11,71.79041055,8.355715599,2.064461538,6.593670732,43185615385,-6018110338,-2775033415,54661418031,109586895,1076606764,15.3231,4042775231,20438193608,1.295479176,1.556272136,83838044105,5.540983015
6/1/2006,1,535.18,-0.13,18.88528676,72938688659,99025841378,8.684895284,-4.278222062,11.17798077,66.80466423,1.03E+15,9.03E+14,16045.42308,76.82328532,18.74039698,3.646028387,74.7196093,27.97571076,7.047900814,1.41E+11,145.8328967,74.7196093,7.566538462,38.64088887,4898461538,-4253923077,-1780230769,2678076923,44729345648,11.80001225,108.8823033,8.544981701,2.178322586,246108407,3.611442308,7.845601034,6.565193611,1.45E+11,69.00961138,1.44E+11,72.02428924,8.533702579,2.060153846,6.767337926,43857538462,-6664984046,-3297291738,56051753277,111766149.7,1098467547,15.7821,4110771077,20775343064,1.306099009,1.56964528,84445876173,5.542624673
7/3/2006,1,507.31,-0.05,20.03475852,73601769772,99736435466,8.716173078,-4.950141676,11.17826923,67.21756835,1.06E+15,9.31E+14,16053.95192,77.86103161,19.89152611,3.598915467,76.27962045,27.74183207,7.059558482,1.42E+11,147.0861092,76.27962045,7.555961538,40.13590437,5081538462,-4577076923,-1838769231,2774923077,45549908922,11.90001655,109.5030759,8.711758048,2.187783461,245073981.7,3.622307692,7.916865015,6.55260507,1.45E+11,69.22507755,1.45E+11,72.25816793,8.711689559,2.055846154,6.941005119,44529461538,-7311857754,-3819550062,57442088523,113945404.3,1120328330,16.2411,4178766923,21112492520,1.316718843,1.583018425,85053708240,5.544266331
8/1/2006,0,404.87,-0.2,21.18423029,74264850885,1.00E+11,8.747450872,-5.622061291,11.17855769,67.63047248,1.09E+15,9.59E+14,16062.48077,78.89877791,21.04265525,3.551802547,77.83963161,27.50795338,7.071216149,1.43E+11,148.3393217,77.83963161,7.545384615,41.63091987,5264615385,-4900230769,-1897307692,2871769231,46370472196,12.00002085,110.1238484,8.878534396,2.197244337,244039556.3,3.633173077,7.988128995,6.54001653,1.46E+11,69.44054373,1.47E+11,72.49204662,8.889676539,2.051538462,7.114672313,45201384615,-7958731462,-4341808385,58832423769,116124659,1142189112,16.7001,4246762769,21449641976,1.327338676,1.596391569,85661540308,5.545907989
9/1/2006,0,498.21,0.23,22.33370206,74927931998,1.01E+11,8.778728666,-6.293980906,11.17884615,68.0433766,1.12E+15,9.87E+14,16071.00962,79.93652421,22.19378439,3.504689627,79.39964276,27.27407468,7.082873816,1.43E+11,149.5925341,79.39964276,7.534807692,43.12593537,5447692308,-5223384615,-1955846154,2968615385,47191035470,12.10002516,110.7446209,9.045310744,2.206705212,243005130.9,3.644038462,8.059392976,6.527427989,1.47E+11,69.6560099,1.48E+11,72.72592532,9.06766352,2.047230769,7.288339506,45873307692,-8605605169,-4864066708,60222759015,118303913.7,1164049895,17.1591,4314758615,21786791432,1.337958509,1.609764713,86269372376,5.547549647
10/2/2006,0,531.68,0.07,23.48317383,75591013110,1.02E+11,8.81000646,-6.96590052,11.17913462,68.45628073,1.16E+15,1.02E+15,16079.53846,80.9742705,23.34491353,3.457576708,80.95965392,27.04019599,7.094531483,1.44E+11,150.8457466,80.95965392,7.524230769,44.62095087,5630769231,-5546538462,-2014384615,3065461538,48011598744,12.20002946,111.3653934,9.212087092,2.216166088,241970705.6,3.654903846,8.130656956,6.514839449,1.48E+11,69.87147608,1.50E+11,72.95980401,9.2456505,2.042923077,7.4620067,46545230769,-9252478877,-5386325031,61613094262,120483168.3,1185910678,17.6181,4382754462,22123940888,1.348578342,1.623137857,86877204444,5.549191306
11/1/2006,0,521.38,-0.02,24.63264559,76254094223,1.03E+11,8.841284254,-7.637820135,11.17942308,68.86918485,1.19E+15,1.04E+15,16088.06731,82.0120168,24.49604266,3.410463788,82.51966507,26.8063173,7.10618915,1.45E+11,152.0989591,82.51966507,7.513653846,46.11596637,5813846154,-5869692308,-2072923077,3162307692,48832162018,12.30003376,111.986166,9.37886344,2.225626963,240936280.2,3.665769231,8.201920937,6.502250908,1.48E+11,70.08694225,1.51E+11,73.1936827,9.42363748,2.038615385,7.635673893,47217153846,-9899352585,-5908583354,63003429508,122662423,1207771461,18.0771,4450750308,22461090344,1.359198175,1.636511001,87485036511,5.550832964
12/1/2006,1,631.29,0.21,25.78211736,76917175336,1.03E+11,8.872562048,-8.309739749,11.17971154,69.28208898,1.22E+15,1.07E+15,16096.59615,83.04976309,25.6471718,3.363350868,84.07967623,26.5724386,7.117846817,1.45E+11,153.3521715,84.07967623,7.503076923,47.61098187,5996923077,-6192846154,-2131461538,3259153846,49652725292,12.40003807,112.6069385,9.545639788,2.235087839,239901854.9,3.676634615,8.273184917,6.489662368,1.49E+11,70.30240843,1.53E+11,73.4275614,9.601624461,2.034307692,7.809341087,47889076923,-10546226292,-6430841677,64393764754,124841677.6,1229632243,18.5361,4518746154,22798239800,1.369818008,1.649884145,88092868579,5.552474622
1/2/2007,1,741.27,0.17,26.01464175,78397831119,1.05E+11,8.797461342,-9.130605028,11.53412088,70.93424773,1.27E+15,1.12E+15,16120.28846,84.07930003,25.21983603,3.360082296,85.42684766,26.12026129,7.016601924,1.47E+11,154.5832375,85.42684766,7.895416667,46.92073042,6228076923,-6728538462,-2360076923,3540769231,50717045706,12.59234438,113.2096135,9.554313545,2.224507594,235459460,3.638704212,9.480679625,6.397503074,1.51E+11,70.50393747,1.55E+11,73.87973871,9.617211504,2.022076923,7.896984722,49647461538,-11388476923,-7250784615,67141015385,129377973.6,1263655284,18.75449231,4626976846,23394022087,1.373248269,1.648050968,89223926447,5.55957533
2/1/2007,1,1049.32,0.42,25.09769437,79215405788,1.05E+11,8.691082843,-9.279550691,11.88824176,72.17350235,1.29E+15,1.15E+15,16135.45192,84.07109067,23.64137112,3.403926644,85.21400793,25.90196268,6.903699365,1.47E+11,154.561091,85.21400793,8.298333334,44.73546348,6276153846,-6941076923,-2530153846,3725538462,50960802845,12.68464639,113.1915161,9.396210954,2.204466474,232051490.5,3.589908425,10.61691035,6.317932321,1.51E+11,70.49000034,1.56E+11,74.09803732,9.454811567,2.014153846,7.810961165,50733923077,-11583853846,-7548469231,68497930769,131735014.8,1275817541,18.51388462,4667211692,23652654917,1.366058696,1.632844648,89747152247,5.565034379
